StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,Q5_10_TEXT,Q21,Q21_10_TEXT,Q6,Q6_5_TEXT,Q22,Q2,Q3,Q4,Q7,Q8,Q19,Q20,Q18,Q9,Q10,Q11,Q12,Q12_3_TEXT,Q13,Q13_3_TEXT,Q23,Q23_3_TEXT,RecipientEmail,RecipientFirstName,RecipientLastName,Q12_3_TEXT - Parent Topics,Q12_3_TEXT - Sentiment Polarity,Q12_3_TEXT - Sentiment Score,Q12_3_TEXT - Sentiment,Q12_3_TEXT - Topic Sentiment Label,Q12_3_TEXT - Topic Sentiment Score,Q12_3_TEXT - Topics
2020-04-21 09:16:45,2020-04-21 09:18:29,IP Address,73.251.153.189,100,104,True,2020-04-21 09:18:36,R_3Jza5v4hMYvdUUT,,,,,37.788604736328125,-79.454803466796875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Very liberal,Occasionally,To a moderate extent,To a large extent,To a moderate extent,,To a small extent,To a large extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:17:16,2020-04-21 09:18:47,IP Address,75.69.45.84,100,90,True,2020-04-21 09:18:48,R_1gNR4CQ4Uf2NUoh,,,,,42.4756011962890625,-72.61530303955078125,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Liberal,Occasionally,To a large extent,To no or a very minimal extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:17:24,2020-04-21 09:18:56,IP Address,216.193.182.184,100,92,True,2020-04-21 09:18:57,R_1zFDrX5VArLvrRn,,,,,42.1927032470703125,-73.36060333251953125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Liberal,Never,To a moderate extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:18:05,2020-04-21 09:19:21,IP Address,208.67.62.93,100,75,True,2020-04-21 09:19:22,R_2uIjj9qkrVR4LWj,,,,,47.6974945068359375,-116.78079986572265625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Never,To a moderate extent,To a small extent,To a small extent,,To a small extent,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:18:42,2020-04-21 09:19:51,IP Address,73.186.49.17,100,68,True,2020-04-21 09:19:52,R_1mghjDU893xr52b,,,,,42.1761016845703125,-72.3296966552734375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Right of center,Occasionally,To a large extent,To no or a very minimal extent,To a small extent,,To a small extent,To a moderate extent,To a large extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 15:48:52,2020-04-21 09:20:15,IP Address,68.145.199.10,100,235882,True,2020-04-21 09:20:18,R_74BFtQbi3gCz8Gt,,,,,49.600006103515625,-114.43329620361328125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Occasionally,To an extremely large extent,To an extremely large extent,To a moderate extent,,To a large extent,To a moderate extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:18:44,2020-04-21 09:21:10,IP Address,99.110.34.8,100,145,True,2020-04-21 09:21:11,R_3LhvPvJKe3rSoUe,,,,,41.93499755859375,-87.8737030029296875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Social Sciences,Very liberal,Never,To a large extent,To a large extent,To a large extent,,To a small extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:18:18,2020-04-21 09:21:37,IP Address,24.177.246.145,100,198,True,2020-04-21 09:21:39,R_1ib4sr1yNobwKL4,,,,,41.768402099609375,-72.2032012939453125,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Liberal,Occasionally,To a moderate extent,To a large extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:20:54,2020-04-21 09:22:24,IP Address,73.4.60.186,100,89,True,2020-04-21 09:22:25,R_3plkWmukIragJTD,,,,,41.3571014404296875,-72.93340301513671875,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Left of center,Occasionally,To a moderate extent,To no or a very minimal extent,To a moderate extent,To a moderate extent,,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:21:10,2020-04-21 09:22:42,IP Address,69.117.244.232,100,92,True,2020-04-21 09:22:42,R_DqKBpvUEgzSAedP,,,,,41.0641021728515625,-73.54799652099609375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Left of center,Occasionally,To a small extent,To a moderate extent,To a moderate extent,To a small extent,,To a moderate extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:21:19,2020-04-21 09:22:37,IP Address,108.51.92.216,100,77,True,2020-04-21 09:22:43,R_2WJ96JghOAJuM8m,,,,,38.7783050537109375,-77.1219024658203125,anonymous,EN,Undergraduate student,,,,,STEM,,,Liberal,Never,To no or a very minimal extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:21:05,2020-04-21 09:23:07,IP Address,32.212.47.8,100,122,True,2020-04-21 09:23:11,R_24wLsEWZUkvhNEh,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Social Sciences,,,,,,,Very liberal,Very Frequently,To an extremely large extent,To an extremely large extent,To a small extent,To an extremely large extent,,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:22:19,2020-04-21 09:23:49,IP Address,69.144.37.87,100,89,True,2020-04-21 09:23:49,R_die23Fsm4UpzXkR,,,,,45.6714019775390625,-111.04360198974609375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Very liberal,Never,To a moderate extent,To a small extent,To a small extent,,To a small extent,To a small extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:23:28,2020-04-21 09:24:29,IP Address,82.24.150.191,100,60,True,2020-04-21 09:24:29,R_2V29A4D1DnYRtOe,,,,,51.4795989990234375,-3.321197509765625,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Very liberal,Never,To a small extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-21 09:22:46,2020-04-21 09:24:31,IP Address,99.43.12.196,100,105,True,2020-04-21 09:24:32,R_32Y3yqnN02Xxgwt,,,,,36.6217041015625,-121.7935028076171875,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Very liberal,Never,To a large extent,To a small extent,To a moderate extent,,To a small extent,To a small extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:22:33,2020-04-21 09:24:35,IP Address,24.146.140.220,100,122,True,2020-04-21 09:24:36,R_tDtaKipXnkI46oF,,,,,40.947601318359375,-73.862396240234375,anonymous,EN,Undergraduate student,,,,,STEM,,,Liberal,Never,To a moderate extent,To no or a very minimal extent,To a moderate extent,,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:35:55,2020-04-21 09:25:12,IP Address,107.77.193.25,100,2957,True,2020-04-21 09:25:13,R_3I0kfV5R2G5VyB6,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Right of center,Occasionally,To a moderate extent,To no or a very minimal extent,To a large extent,To no or a very minimal extent,,To a large extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-21 09:23:33,2020-04-21 09:25:16,IP Address,73.227.217.36,100,102,True,2020-04-21 09:25:20,R_AvdeV3TyPz0Wmat,,,,,41.30889892578125,-72.6190032958984375,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Liberal,Never,To a small extent,To a small extent,To a small extent,To no or a very minimal extent,,To a small extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:18:08,2020-04-21 09:25:26,IP Address,76.73.253.132,100,437,True,2020-04-21 09:25:26,R_eLmovlVviAvR5eN,,,,,32.7969970703125,-80.00299835205078125,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Moderate/Centrist,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:24:27,2020-04-21 09:25:32,IP Address,66.222.26.63,100,65,True,2020-04-21 09:25:33,R_2zo11I6MKzcEj2O,,,,,42.75140380859375,-71.5785980224609375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Conservative,Never,To a moderate extent,To a large extent,To a small extent,,To an extremely large extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-21 09:23:58,2020-04-21 09:26:26,IP Address,71.235.99.19,100,147,True,2020-04-21 09:26:27,R_3JnrNZZUP4KExLu,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,School of Management,,,,,,,,Never,To a small extent,To no or a very minimal extent,To a small extent,To no or a very minimal extent,,To a small extent,To a moderate extent,To no or a very minimal extent,Undecided,,,,,Other,generally not a voter; candidates don't represent my views,,,,,,,,,,
2020-04-21 09:25:41,2020-04-21 09:26:47,IP Address,173.3.14.48,100,65,True,2020-04-21 09:26:54,R_32L7wdXptDd5mK1,,,,,41.148193359375,-73.93939971923828125,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Left of center,Never,To a moderate extent,To no or a very minimal extent,To a large extent,,To no or a very minimal extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:25:29,2020-04-21 09:27:03,IP Address,107.3.62.15,100,93,True,2020-04-21 09:27:05,R_eUPeTteqS3C32Nz,,,,,41.376495361328125,-72.44860076904296875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a small extent,To a small extent,To a small extent,To a small extent,,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:24:56,2020-04-21 09:27:30,IP Address,105.67.2.13,100,153,True,2020-04-21 09:27:30,R_3pbU14yYIqR1Pe7,,,,,33.592193603515625,-7.6183929443359375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Very liberal,Occasionally,To an extremely large extent,To an extremely large extent,To a moderate extent,,To a large extent,To a moderate extent,,,,,,,,,,,,,,,,,,,
2020-04-21 09:29:42,2020-04-21 09:30:54,IP Address,24.63.169.189,100,72,True,2020-04-21 09:30:54,R_3M6cBH5HfHI5cTA,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Liberal,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:29:30,2020-04-21 09:31:14,IP Address,24.61.61.224,100,103,True,2020-04-21 09:31:14,R_30oZ0GWVsm5NNJC,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Moderate/Centrist,Occasionally,To a moderate extent,To a moderate extent,To a large extent,,To a moderate extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:28:29,2020-04-21 09:31:25,IP Address,128.36.7.254,100,176,True,2020-04-21 09:31:25,R_3ee4406OsFvgp2V,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Very liberal,Never,To a large extent,To a small extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:28:00,2020-04-21 09:32:14,IP Address,73.83.176.108,100,254,True,2020-04-21 09:32:15,R_2Ub9rtYRxILal2I,,,,,47.101593017578125,-123.0590972900390625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Foreign Language,Very liberal,Occasionally,To a large extent,To a large extent,To a moderate extent,,To a moderate extent,To a large extent,To no or a very minimal extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:32:42,2020-04-21 09:33:52,IP Address,100.11.226.235,100,69,True,2020-04-21 09:33:52,R_cU7GYXCaAgQNZrX,,,,,40.0171966552734375,-75.0883026123046875,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Never,To a small extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:32:31,2020-04-21 09:33:55,IP Address,24.218.196.33,100,83,True,2020-04-21 09:33:55,R_2QhwB3Jg19XPcxb,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Social Sciences,,,,,,,Liberal,Occasionally,To a moderate extent,To a moderate extent,To a moderate extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:32:06,2020-04-21 09:33:35,IP Address,130.132.173.184,100,89,True,2020-04-21 09:34:00,R_DzNqYrYB3zwR3BT,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a small extent,To a moderate extent,To a small extent,To no or a very minimal extent,,To no or a very minimal extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:32:40,2020-04-21 09:34:28,IP Address,99.203.121.226,100,108,True,2020-04-21 09:34:32,R_9mMgPKTVK4F0aKl,,,,,42.103302001953125,-72.591400146484375,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Very liberal,Never,To a small extent,To a small extent,To a small extent,,To a small extent,To a large extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:33:50,2020-04-21 09:35:25,IP Address,73.65.6.49,100,95,True,2020-04-21 09:35:27,R_psywCOVCImhdX6F,,,,,44.098602294921875,-87.67819976806640625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Left of center,Occasionally,To a large extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a small extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:37:11,2020-04-21 09:37:17,IP Address,32.210.54.110,100,3605,True,2020-04-21 09:37:18,R_24IyBKSlX83wKGt,,,,,41.409698486328125,-72.91100311279296875,anonymous,EN,Faculty member,Social Sciences,,,,,,,Left of center,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,To a large extent,,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:31:12,2020-04-21 09:37:31,IP Address,24.218.197.46,100,378,True,2020-04-21 09:37:32,R_eJb607EXzWksoYF,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Liberal,Never,To a moderate extent,To a small extent,To a moderate extent,,To a moderate extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:37:13,2020-04-21 09:38:15,IP Address,45.30.91.192,100,62,True,2020-04-21 09:38:16,R_2v1A9xHP5E0lNQC,,,,,37.8668060302734375,-122.2924041748046875,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Liberal,Never,To a moderate extent,To a small extent,To a moderate extent,,To a moderate extent,To a small extent,To a small extent,To a small extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-21 09:38:06,2020-04-21 09:40:06,IP Address,219.74.39.150,100,120,True,2020-04-21 09:40:07,R_PNIGZtwfl5wepdT,,,,,1.3105010986328125,103.850799560546875,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Conservative,Never,To a small extent,To no or a very minimal extent,To a small extent,,To no or a very minimal extent,To no or a very minimal extent,To no or a very minimal extent,To no or a very minimal extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-21 09:39:07,2020-04-21 09:40:24,IP Address,74.64.138.151,100,77,True,2020-04-21 09:40:24,R_3NWz4XAksoqkZDQ,,,,,40.7819976806640625,-73.99530029296875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Moderate/Centrist,Never,To no or a very minimal extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a large extent,To no or a very minimal extent,To no or a very minimal extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-21 09:40:10,2020-04-21 09:41:08,IP Address,67.173.59.42,100,57,True,2020-04-21 09:41:08,R_6JrMywFhOxULTfb,,,,,41.8639984130859375,-88.06710052490234375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Very liberal,Occasionally,To a large extent,To a small extent,To a small extent,,To a moderate extent,To a small extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:40:04,2020-04-21 09:41:21,IP Address,130.132.173.174,100,77,True,2020-04-21 09:41:22,R_3hsEuOaI8UDRih1,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Social Sciences,,,,,,,Very liberal,Occasionally,To a moderate extent,To no or a very minimal extent,To a moderate extent,To a small extent,,To a large extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:39:46,2020-04-21 09:41:22,IP Address,73.36.0.184,100,96,True,2020-04-21 09:41:23,R_UhjftxAQ6Tarc7D,,,,,41.850006103515625,-87.71649932861328125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Liberal,Occasionally,To a small extent,To no or a very minimal extent,To a moderate extent,,To no or a very minimal extent,To a large extent,To a small extent,To a small extent,Yes,,,,,,,,,,,,,,,,
